"fbid","symbol"
"FBgn0030574","sbm"
"FBgn0015773","NetA"
"FBgn0030575","CG5321"
"FBgn0015774","NetB"
"FBgn0266710","hog"
"FBgn0030576","CG15890"
"FBgn0020508","Ag5r2"
"FBgn0015010","Ag5r"
"FBgn0003301","rut"
"FBgn0030581","CG14408"
"FBgn0030582","CG14411"
"FBgn0030584","CG14407"
"FBgn0052590","CG32590"
"FBgn0264078","Flo2"
"FBgn0030590","CG9518"
"FBgn0030592","CG9514"
"FBgn0030593","CG9512"
"FBgn0030594","fiz"
"FBgn0030597","Eo"
"FBgn0030598","CG9503"
"FBgn0052591","CG32591"
"FBgn0027601","pdgy"
"FBgn0000535","eag"
"FBgn0030600","hiw"
"FBgn0052594","be"
"FBgn0030603","CG5541"
"FBgn0030605","ND-B18"
"FBgn0264389","opm"
"FBgn0030607","dob"
"FBgn0030608","Lsd-2"
"FBgn0053178","CG33178"
"FBgn0030610","CG9065"
"FBgn0030611","CG15027"
"FBgn0030612","CG5599"
"FBgn0030613","Rab3-GEF"
"FBgn0030614","CG9072"
"FBgn0030615","Cyp4s3"
"FBgn0260006","drd"
"FBgn0030616","RpL37a"
"FBgn0030617","CG9095"
"FBgn0030625","CG5877"
"FBgn0261703","gce"
"FBgn0004924","Top1"
"FBgn0015926","dah"
"FBgn0030628","CG9114"
"FBgn0026428","HDAC6"
"FBgn0030629","CG9123"
"FBgn0030630","CG12608"
"FBgn0030631","CG6227"
"FBgn0000028","acj6"
"FBgn0003132","Pp1-13C"
"FBgn0030634","CG9164"
"FBgn0040285","Scamp"
"FBgn0014455","Ahcy"
"FBgn0030638","CG11655"
"FBgn0004391","shtd"
"FBgn0030641","CG6299"
"FBgn0030642","CG15642"
"FBgn0030643","CG15641"
"FBgn0026433","Grip128"
"FBgn0030645","Alg14"
"FBgn0267977","mh"
"FBgn0030647","CG6324"
"FBgn0030648","CG6340"
"FBgn0027287","Gmap"
"FBgn0022710","Ac13E"
"FBgn0030653","CG7860"
"FBgn0030654","CG15643"
"FBgn0030655","CG9213"
"FBgn0259195","CG42299"
"FBgn0030657","cerv"
"FBgn0030658","CG7872"
"FBgn0030659","CG9215"
"FBgn0030660","CG8097"
"FBgn0030662","CG9220"
"FBgn0003463","sog"
"FBgn0030665","CG15646"
"FBgn0030668","CG8128"
"FBgn0030669","CG9240"
"FBgn0030670","Pis"
"FBgn0030671","CG8134"
"FBgn0030672","CG9281"
"FBgn0030673","CG15601"
"FBgn0030674","HUWE1"
"FBgn0030675","CG8191"
"FBgn0030676","CG12379"
"FBgn0026666","MagR"
"FBgn0011741","Arp6"
"FBgn0030678","CG11679"
"FBgn0030679","CG8206"
"FBgn0030680","CG8944"
"FBgn0027329","CCT6"
"FBgn0030683","Mvd"
"FBgn0030685","Graf"
"FBgn0030686","mRpL3"
"FBgn0030687","RpIIIC160"
"FBgn0030688","CG8952"
"FBgn0053172","CG33172"
"FBgn0263747","CG43672"
"FBgn0263748","CG43673"
"FBgn0030691","Efhc1.1"
"FBgn0025809","Paf-AHalpha"
"FBgn0030692","mRpS30"
"FBgn0026374","Rhp"
"FBgn0030693","CG8974"
"FBgn0052581","CG32581"
"FBgn0030694","CG15602"
"FBgn0030695","PGRP-LE"
"FBgn0003345","sd"
"FBgn0030696","CG8509"
"FBgn0000319","Chc"
"FBgn0030697","CG8565"
"FBgn0027093","ArgRS"
"FBgn0030699","CG8578"
"FBgn0014391","sun"
"FBgn0026076","UBL3"
"FBgn0030700","CG15914"
"FBgn0002914","Myb"
"FBgn0065035","AlkB"
"FBgn0001105","Gbeta13F"
"FBgn0001092","Gapdh2"
"FBgn0030701","CG16952"
"FBgn0260938","tay"
"FBgn0030703","MSBP"
"FBgn0030704","CG15916"
"FBgn0003392","shi"
"FBgn0010315","CycD"
"FBgn0030706","Lrp4"
"FBgn0053180","Ranbp16"
"FBgn0045073","Stim"
"FBgn0030710","CG8924"
"FBgn0030711","Rrp47"
"FBgn0259110","mmd"
"FBgn0030716","CG9170"
"FBgn0030717","Slc25A46a"
"FBgn0030718","ND-20"
"FBgn0030719","eIF5"
"FBgn0000611","exd"
"FBgn0030720","CG8939"
"FBgn0003969","vap"
"FBgn0052580","Muc14A"
"FBgn0030723","dpr18"
"FBgn0030724","Nipsnap"
"FBgn0028397","Tob"
"FBgn0259700","CG42354"
"FBgn0000459","disco"
"FBgn0040207","kat80"
"FBgn0030731","Mfe2"
"FBgn0004066","Prosalpha4"
"FBgn0000536","eas"
"FBgn0052576","CG32576"
"FBgn0030733","UQCR-14"
"FBgn0285954","caz"
"FBgn0030734","CG9911"
"FBgn0030735","CG3632"
"FBgn0027521","CG3679"
"FBgn0286508","Had1"
"FBgn0030738","CG9915"
"FBgn0030739","SWIP"
"FBgn0004432","Cyp1"
"FBgn0030740","CG9917"
"FBgn0052579","CG32579"
"FBgn0260450","CalpC"
"FBgn0030742","CG9919"
"FBgn0030743","CG9921"
"FBgn0278608","Dsp1"
"FBgn0003416","sl"
"FBgn0005411","U2af50"
"FBgn0086448","PIG-Q"
"FBgn0004227","nonA"
"FBgn0004598","Fur2"
"FBgn0030744","CG9992"
"FBgn0030745","CG4239"
"FBgn0010416","TH1"
"FBgn0004367","mei-41"
"FBgn0030746","CG9981"
"FBgn0030747","CG4301"
"FBgn0030748","Traf-like"
"FBgn0030749","AnxB11"
"FBgn0026575","hang"
"FBgn0030752","CDC50"
"FBgn0030753","rngo"
"FBgn0261609","eIF2alpha"
"FBgn0054015","CG34015"
"FBgn0262734","eIF4H1"
"FBgn0285944","para"
"FBgn0264077","Cnx14D"
"FBgn0030756","CG9903"
"FBgn0030757","CG9902"
"FBgn0011742","Arp2"
"FBgn0011826","Pp2B-14D"
"FBgn0267912","CanA-14F"
"FBgn0030759","CG13014"
"FBgn0015615","SMC3"
"FBgn0267384","Ubc7"
"FBgn0030761","CG9784"
"FBgn0061200","Nup153"
"FBgn0025743","mbt"
"FBgn0030763","CG9782"
"FBgn0026181","Rok"
"FBgn0030764","CG9777"
"FBgn0010412","RpS19a"
"FBgn0261791","SNRPG"
"FBgn0030766","mthl1"
"FBgn0030768","CG9723"
"FBgn0003189","r"
"FBgn0015336","CG15865"
"FBgn0030769","CG13012"
"FBgn0030770","CG13010"
"FBgn0261245","sing"
"FBgn0000152","Axs"
"FBgn0259923","Sep4"
"FBgn0030778","CG4678"
"FBgn0030773","CG9676"
"FBgn0030774","sphe"
"FBgn0030775","CG9673"
"FBgn0030776","CG4653"
"FBgn0030777","CG9672"
"FBgn0085354","CG34325"
"FBgn0052572","CG32572"
"FBgn0027528","goe"
"FBgn0052568","CG32568"
"FBgn0001250","if"
"FBgn0030786","mRpL22"
"FBgn0030787","CG9609"
"FBgn0030788","Sap30"
"FBgn0030789","Rrp45"
"FBgn0030790","CG4768"
"FBgn0030791","CG9132"
"FBgn0030792","CG4789"
"FBgn0030793","CG9125"
"FBgn0030794","CG13005"
"FBgn0030795","ppk28"
"FBgn0030796","CG4829"
"FBgn0030799","CG4872"
"FBgn0030800","Nprl2"
"FBgn0030801","Rcp"
"FBgn0030802","DENR"
"FBgn0030803","CG4880"
"FBgn0027556","CG4928"
"FBgn0030805","wus"
"FBgn0030806","CG13001"
"FBgn0030808","RhoGAP15B"
"FBgn0030809","Ubr1"
"FBgn0266354","CG45002"
"FBgn0030812","wcy"
"FBgn0030813","CG4949"
"FBgn0030817","CG4991"
"FBgn0030816","CG16700"
"FBgn0065032","Arpc3B"
"FBgn0260748","CG5004"
"FBgn0002709","mei-218"
"FBgn0002590","RpS5a"
"FBgn0260747","Chchd2"
"FBgn0286809","xmas"
"FBgn0000163","baz"
"FBgn0030824","CG5070"
"FBgn0265267","CG18258"
"FBgn0262111","f"
"FBgn0030833","CG8915"
"FBgn0262101","CG42854"
"FBgn0030834","CG8675"
"FBgn0030836","CG8664"
"FBgn0030838","CG5445"
"FBgn0030837","CG8661"
"FBgn0024238","Fim"
"FBgn0027602","CG8611"
"FBgn0040877","CG12994"
"FBgn0030839","CG5613"
"FBgn0030841","CG8568"
"FBgn0263706","CG43658"
"FBgn0028343","Ankle2"
"FBgn0030847","CG12991"
"FBgn0030846","CG12992"
"FBgn0026313","X11L"
"FBgn0030850","stas"
"FBgn0030851","CG8326"
"FBgn0267967","corolla"
"FBgn0030853","ND-24"
"FBgn0030854","CG8289"
"FBgn0030855","CG5800"
"FBgn0026375","RhoGAPp190"
"FBgn0030858","IntS2"
"FBgn0250788","beta-Spec"
"FBgn0263258","chas"
"FBgn0030863","CG8188"
"FBgn0026192","par-6"
"FBgn0030864","CG8173"
"FBgn0261570","raskol"
"FBgn0030869","Socs16D"
"FBgn0000617","e(y)1"
"FBgn0030871","CG8142"
"FBgn0030872","Ucp4A"
"FBgn0030873","CG15814"
"FBgn0030874","Spt7"
"FBgn0052554","CG32554"
"FBgn0052557","Mco4"
"FBgn0030876","CG6762"
"FBgn0030877","Arp8"
"FBgn0030878","CG6769"
"FBgn0259168","mnb"
"FBgn0030881","CG12985"
"FBgn0030880","CG6788"
"FBgn0030882","Gss1"
"FBgn0030883","CG7772"
"FBgn0283469","Vps4"
"FBgn0030884","CG6847"
"FBgn0003380","Sh"
"FBgn0030890","CG7536"
"FBgn0030891","Ada3"
"FBgn0030892","CG7206"
"FBgn0021765","scu"
"FBgn0030893","RhoGAP16F"
"FBgn0030894","Mvb12"
"FBgn0022724","Taf8"
"FBgn0030895","CG7135"
"FBgn0283471","wupA"
"FBgn0017418","ari-1"
"FBgn0030897","Frq1"
"FBgn0083228","Frq2"
"FBgn0053639","CG33639"
"FBgn0030904","upd2"
"FBgn0053542","upd3"
"FBgn0004956","upd1"
"FBgn0030912","CG6023"
"FBgn0030913","CG6123"
"FBgn0030914","CG6106"
"FBgn0265784","CrebB"
"FBgn0004957","por"
"FBgn0030915","CG6179"
"FBgn0008635","betaCOP"
"FBgn0022355","Tsf1"
"FBgn0052549","CG32549"
"FBgn0085357","CG34328"
"FBgn0259223","CG42323"
"FBgn0052548","CG32548"
"FBgn0052547","CG32547"
"FBgn0030926","psh"
"FBgn0030928","CG15044"
"FBgn0030929","CG15043"
"FBgn0030930","Pgant7"
"FBgn0030931","Xrcc2"
"FBgn0010194","Wnt5"
"FBgn0030932","Ggt-1"
"FBgn0030933","CG6470"
"FBgn0265598","Bx"
"FBgn0027087","HisRS"
"FBgn0030938","CG15047"
"FBgn0030940","CG15040"
"FBgn0030941","wgn"
"FBgn0027335","Rip11"
"FBgn0030943","Nup35"
"FBgn0030944","CG6617"
"FBgn0030945","Ing3"
"FBgn0030946","CG6659"
"FBgn0001079","fu"
"FBgn0010383","Cyp18a1"
"FBgn0030954","CCKLR-17D3"
"FBgn0030955","CG6891"
"FBgn0030956","CG18259"
"FBgn0030959","CG6961"
"FBgn0283473","S6KL"
"FBgn0030960","Atg101"
"FBgn0001090","bnb"
"FBgn0030961","CG7058"
"FBgn0259927","CG42450"
"FBgn0030963","CG7101"
"FBgn0030964","Pvf1"
"FBgn0085451","htk"
"FBgn0030966","shop"
"FBgn0030968","CG7322"
"FBgn0030969","Usp39"
"FBgn0052544","CG32544"
"FBgn0030970","CG7326"
"FBgn0085430","CG34401"
"FBgn0030973","CG7332"
"FBgn0030974","Flacc"
"FBgn0030976","CG7378"
"FBgn0264090","CG43759"
"FBgn0085358","Diedel3"
"FBgn0030979","CG14190"
"FBgn0085359","CG34330"
"FBgn0030980","CG7406"
"FBgn0030981","CG14191"
"FBgn0030983","CG15882"
"FBgn0030984","tgy"
"FBgn0030985","Obp18a"
"FBgn0261461","RhoGAP18B"
"FBgn0047095","CG33939"
"FBgn0030990","CG7556"
"FBgn0030991","CG7453"
"FBgn0030992","CG33253"
"FBgn0030993","Mec2"
"FBgn0030994","HP1D3csd"
"FBgn0030995","CG7914"
"FBgn0030996","CG14194"
"FBgn0030997","CG7990"
"FBgn0027603","Ulp1"
"FBgn0030998","CG14195"
"FBgn0030999","Mur18B"
"FBgn0031000","Muc18B"
"FBgn0031001","CG7884"
"FBgn0031002","CG14196"
"FBgn0031003","CG7889"
"FBgn0031004","CG7992"
"FBgn0031005","Hs3st-B"
"FBgn0031006","rictor"
"FBgn0040068","Vav"
"FBgn0031008","CG8010"
"FBgn0052537","CG32537"
"FBgn0052536","CG32536"
"FBgn0031010","CG8028"
"FBgn0031011","CG8034"
"FBgn0031012","CG8051"
"FBgn0259834","out"
"FBgn0086778","nAChRalpha7"
"FBgn0031016","kek5"
"FBgn0052533","CG32533"
"FBgn0031018","narya"
"FBgn0044030","mRpS14"
"FBgn0031020","Naa15-16"
"FBgn0020261","pcm"
"FBgn0031021","ND-18"
"FBgn0031022","CG12204"
"FBgn0040890","ksh"
"FBgn0027621","Pfrx"
"FBgn0031023","CG14200"
"FBgn0027291","Idh3a"
"FBgn0261573","CoRest"
"FBgn0026430","Grip84"
"FBgn0000257","car"
"FBgn0031030","Tao"
"FBgn0031031","CG14218"
"FBgn0031032","CG14204"
"FBgn0031033","CG14219"
"FBgn0031034","CG14205"
"FBgn0285947","RpS10b"
"FBgn0031036","CG14220"
"FBgn0031037","CG14207"
"FBgn0031040","CG14210"
"FBgn0031041","CG12788"
"FBgn0031042","CG14221"
"FBgn0031043","Naa20A"
"FBgn0031044","MKP-4"
"FBgn0087008","e(y)3"
"FBgn0031047","Rcd-1"
"FBgn0031048","CG12237"
"FBgn0031049","Sec61gamma"
"FBgn0031050","Arp10"
"FBgn0031051","Ranbp21"
"FBgn0031052","Elys"
"FBgn0031053","CG14223"
"FBgn0031054","Ssu72"
"FBgn0004057","Zw"
"FBgn0031055","et"
"FBgn0043903","dome"
"FBgn0031057","Ubqn"
"FBgn0086384","Mer"
"FBgn0031059","CG14229"
"FBgn0010341","Cdc42"
"FBgn0031060","CG14231"
"FBgn0031061","CG14232"
"FBgn0031062","CG14230"
"FBgn0040089","meso18E"
"FBgn0031064","CG12531"
"FBgn0010380","AP-1-2beta"
"FBgn0031065","CG14234"
"FBgn0031066","COX6B"
"FBgn0042132","CG18809"
"FBgn0052528","parvin"
"FBgn0031068","Alr"
"FBgn0031069","Pmp70"
"FBgn0031070","CG12702"
"FBgn0261811","pico"
"FBgn0031078","Nup205"
"FBgn0031077","THADA"
"FBgn0052529","Hers"
"FBgn0086782","amn"
"FBgn0267046","CG45490"
"FBgn0031080","CG12655"
"FBgn0031081","Nep3"
"FBgn0085361","CG34332"
"FBgn0031089","CG9572"
"FBgn0031090","Rab35"
"FBgn0031091","Phf7"
"FBgn0031092","CG9577"
"FBgn0031093","CG9581"
"FBgn0031094","CG9578"
"FBgn0000084","AnxB10"
"FBgn0003654","sw"
"FBgn0031097","obst-A"
"FBgn0031098","CG17068"
"FBgn0015789","Rab10"
"FBgn0031099","CG17065"
"FBgn0031100","CG1504"
"FBgn0027334","l(1)G0004"
"FBgn0031106","Syx16"
"FBgn0031107","HERC2"
"FBgn0023177","Pp4-19C"
"FBgn0031114","cactin"
"FBgn0040650","CG15456"
"FBgn0031115","CG11710"
"FBgn0002641","mal"
"FBgn0031116","CG1695"
"FBgn0260868","CG42578"
"FBgn0052506","CG32506"
"FBgn0031117","GstT3"
"FBgn0031118","RhoGAP19D"
"FBgn0031119","CG1812"
"FBgn0026323","Tak1"
"FBgn0031126","Cyp6v1"
"FBgn0031127","CG1835"
"FBgn0003300","run"
"FBgn0085387","shakB"
"FBgn0031139","CG11227"
"FBgn0261675","Npc1b"
"FBgn0011834","Ser6"
"FBgn0031141","CG1304"
"FBgn0031142","r-cup"
"FBgn0031143","CG1532"
"FBgn0031144","CG1529"
"FBgn0031145","Ntf-2"
"FBgn0031146","CG15449"
"FBgn0025814","Mgstl"
"FBgn0031148","Cbs"
"FBgn0031149","Stt3A"
"FBgn0031150","bves"
"FBgn0052512","CG32512"
"FBgn0031157","CG1503"
"FBgn0003950","unc"
"FBgn0031161","CG15445"
"FBgn0052521","CG32521"
"FBgn0031168","CG1722"
"FBgn0031170","ABCA"
"FBgn0031171","CG1801"
"FBgn0020369","Rpt6"
"FBgn0029067","Dd"
"FBgn0031174","CG1486"
"FBgn0015558","tty"
"FBgn0000709","fliI"
"FBgn0015379","dod"
"FBgn0015527","peng"
"FBgn0003464","sol"
"FBgn0011710","Sep1"
"FBgn0024251","bbx"
"FBgn0003423","slgA"
"FBgn0001565","Hlc"
"FBgn0020272","mst"
"FBgn0028583","lcs"
"FBgn0031176","whe"
"FBgn0259245","DIP-beta"
"FBgn0031182","Cyp6t1"
"FBgn0027588","GCS2alpha"
"FBgn0285970","CG32500"
"FBgn0024807","DIP1"
"FBgn0031183","CG14621"
"FBgn0031184","CG14615"
"FBgn0014395","tilB"
"FBgn0266848","wap"
"FBgn0031187","Usp2"
"FBgn0031188","CG14613"
"FBgn0031189","CG14618"
"FBgn0031190","CG12576"
"FBgn0031191","Cp110"
"FBgn0027279","l(1)G0196"
"FBgn0031195","CG17600"
"FBgn0262866","S6kII"
"FBgn0031194","CG17598"
"FBgn0052499","Cda4"
"FBgn0031201","CG12446"
"FBgn0000719","fog"
"FBgn0259677","CG42346"
"FBgn0263830","CG40486"
"FBgn0069973","CG40485"
"FBgn0044872","FucTC"
"FBgn0039966","Rab21"
"FBgn0039965","Coa7"
"FBgn0265767","zyd"
"FBgn0039941","CG17167"
"FBgn0039942","CG17163"
"FBgn0039943","CG17168"
"FBgn0040514","CG17169"
"FBgn0039944","CG17162"
"FBgn0003559","su(f)"
"FBgn0039946","ATbp"
"FBgn0002121","l(2)gl"
"FBgn0031209","Ir21a"
"FBgn0051973","Cda5"
"FBgn0067779","dbr"
"FBgn0031213","galectin"
"FBgn0031214","CG11374"
"FBgn0002931","net"
"FBgn0031216","Zir"
"FBgn0031217","CG11377"
"FBgn0026787","Nhe1"
"FBgn0005278","Sam-S"
"FBgn0031228","ND-15"
"FBgn0031220","CG4822"
"FBgn0025683","CG3164"
"FBgn0001142","Gs1"
"FBgn0051974","CG31974"
"FBgn0031224","CG11454"
"FBgn0259818","CG42399"
"FBgn0031227","CG3709"
"FBgn0031229","CG3436"
"FBgn0053635","CG33635"
"FBgn0016977","spen"
"FBgn0031231","mRpL10"
"FBgn0031232","CG11617"
"FBgn0031233","Tbc1d15-17"
"FBgn0266557","kis"
"FBgn0283652","Rpp30"
"FBgn0031238","CG3645"
"FBgn0031239","CG17075"
"FBgn0086912","mbm"
"FBgn0086856","CG11555"
"FBgn0086855","CG17078"
"FBgn0003444","smo"
"FBgn0031244","CG11601"
"FBgn0031245","CG3625"
"FBgn0031247","CG11562"
"FBgn0017457","U2af38"
"FBgn0024352","Stip1"
"FBgn0020622","Pi3K21B"
"FBgn0004611","Plc21C"
"FBgn0031248","CG11912"
"FBgn0031249","CG11911"
"FBgn0053127","CG33127"
"FBgn0031250","Ent1"
"FBgn0003278","RpI135"
"FBgn0264855","AP-2alpha"
"FBgn0263933","ebi"
"FBgn0031252","CG13690"
"FBgn0002593","RpLP1"
"FBgn0031253","CG11885"
"FBgn0004583","ex"
"FBgn0015924","crq"
"FBgn0031256","shv"
"FBgn0031257","CG4133"
"FBgn0031258","CG4297"
"FBgn0027592","MED15"
"FBgn0003963","ush"
"FBgn0043364","cbt"
"FBgn0010602","lwr"
"FBgn0031260","Spp"
"FBgn0005660","Ets21C"
"FBgn0031261","nAChRbeta3"
"FBgn0260933","rempA"
"FBgn0031263","Tspo"
"FBgn0031265","CG2794"
"FBgn0021874","Nle"
"FBgn0031266","Sf3b1"
"FBgn0031267","Ipk2"
"FBgn0031268","cold"
"FBgn0013323","Ptth"
"FBgn0023489","Pph13"
"FBgn0031270","CG13689"
"FBgn0031273","CG2839"
"FBgn0284247","ds"
"FBgn0026438","Eaat2"
"FBgn0031277","CG13947"
"FBgn0031279","CG3544"
"FBgn0000442","Pkg21D"
"FBgn0051658","Nnf1b"
"FBgn0086130","Dbp21E2"
"FBgn0031281","Saf6"
"FBgn0031282","Pex12"
"FBgn0031284","PGAP2"
"FBgn0015621","Clp"
"FBgn0031285","CG3662"
"FBgn0031286","CG3862"
"FBgn0010583","dock"
"FBgn0020304","drongo"
"FBgn0031287","CG4291"
"FBgn0020545","kraken"
"FBgn0031288","CG13949"
"FBgn0031289","CG13950"
"FBgn0029095","aru"
"FBgn0020305","dbe"
"FBgn0053526","PNUTS"
"FBgn0002936","ninaA"
"FBgn0028481","CG4341"
"FBgn0031294","IA-2"
"FBgn0003310","S"
"FBgn0015905","ast"
"FBgn0031298","Atg4a"
"FBgn0031299","CG4629"
"FBgn0261938","mtRNApol"
"FBgn0031301","CG14339"
"FBgn0016926","Pino"
"FBgn0031304","CG4552"
"FBgn0031306","CG4577"
"FBgn0031307","MFS3"
"FBgn0283525","l(2)10685"
"FBgn0031309","Tfb4"
"FBgn0031310","Vps29"
"FBgn0261458","capt"
"FBgn0031312","Tango14"
"FBgn0031314","IntS14"
"FBgn0031315","CG14341"
"FBgn0024314","Plap"
"FBgn0051922","CG31922"
"FBgn0031317","Charon"
"FBgn0031318","CG4887"
"FBgn0031319","CG4896"
"FBgn0031320","CG5126"
"FBgn0031321","Tgt"
"FBgn0031322","CG5001"
"FBgn0263080","CG43348"
"FBgn0263081","CG43349"
"FBgn0040723","CG5011"
"FBgn0031324","CG14342"
"FBgn0259229","CG42329"
"FBgn0053922","CG33922"
"FBgn0031335","CG5565"
"FBgn0051659","CG31659"
"FBgn0053126","NLaz"
"FBgn0031337","CG14346"
"FBgn0002543","robo2"
"FBgn0263321","CG43402"
"FBgn0031343","CG18131"
"FBgn0031344","CG7420"
"FBgn0261509","haf"
"FBgn0051935","CG31935"
"FBgn0031351","CG14352"
"FBgn0021906","RFeSP"
"FBgn0086758","chinmo"
"FBgn0011570","cpb"
"FBgn0031356","CG17660"
"FBgn0031357","mRpL48"
"FBgn0086698","frtz"
"FBgn0031359","Rim2"
"FBgn0000579","Eno"
"FBgn0260648","Rrp40"
"FBgn0031360","CG31937"
"FBgn0031361","CG17652"
"FBgn0264494","CG17646"
"FBgn0027597","CG17712"
"FBgn0031365","CG17650"
"FBgn0051663","CG31663"
"FBgn0031374","Wdr62"
"FBgn0267972","Der-1"
"FBgn0031377","CG15356"
"FBgn0031378","CG15362"
"FBgn0031379","CG7289"
"FBgn0001125","Got2"
"FBgn0031381","Npc2a"
"FBgn0040717","Nplp4"
"FBgn0031384","CG4238"
"FBgn0003557","Su(dx)"
"FBgn0028952","Kebab"
"FBgn0053516","dpr3"
"FBgn0031389","CG4259"
"FBgn0004507","GlyP"
"FBgn0031390","tho2"
"FBgn0031391","CG11723"
"FBgn0027509","TBCD"
"FBgn0031392","AIF"
"FBgn0031393","CG15382"
"FBgn0000097","aop"
"FBgn0031395","CG10874"
"FBgn0085201","CG34172"
"FBgn0051668","CG31668"
"FBgn0031397","CG15385"
"FBgn0010288","Uch"
"FBgn0085203","CG34174"
"FBgn0031398","CG10880"
"FBgn0031399","mio"
"FBgn0031401","papi"
"FBgn0031403","CG15387"
"FBgn0267378","sau"
"FBgn0262126","Sec24CD"
"FBgn0051679","Tengl3"
"FBgn0264979","CG4267"
"FBgn0031412","CG16995"
"FBgn0031413","CG9967"
"FBgn0031414","eys"
"FBgn0014010","Rab5"
"FBgn0261647","Axud1"
"FBgn0031417","CG3597"
"FBgn0031418","CG3609"
"FBgn0031419","CG15390"
"FBgn0031420","Atxn7"
"FBgn0264672","Eogt"
"FBgn0031422","PIG-Wa"
"FBgn0031428","CG9886"
"FBgn0000490","dpp"
"FBgn0264978","Slh"
"FBgn0011818","oaf"
"FBgn0031432","Cyp309a1"
"FBgn0041337","Cyp309a2"
"FBgn0031434","insv"
"FBgn0031435","Elba2"
"FBgn0031436","ND-B17.2"
"FBgn0031437","Arpc5"
"FBgn0026479","Drp1"
"FBgn0051690","CG31690"
"FBgn0031449","CG31689"
"FBgn0031450","Hrs"
"FBgn0031451","CG9961"
"FBgn0031452","Cwc25"
"FBgn0250906","Pgk"
"FBgn0031453","Bacc"
"FBgn0031456","Tnpo-SR"
"FBgn0031457","CG3077"
"FBgn0031458","aph-1"
"FBgn0026324","Taf10b"
"FBgn0028398","Taf10"
"FBgn0019830","colt"
"FBgn0031459","CG2862"
"FBgn0004242","Syt1"
"FBgn0031461","daw"
"FBgn0031463","G6P"
"FBgn0031473","CG3104"
"FBgn0015521","RpS21"
"FBgn0031474","CG2991"
"FBgn0051694","CG31694"
"FBgn0031478","CG8814"
"FBgn0031479","Prx6005"
"FBgn0051950","Sbat"
"FBgn0028970","betaggt-II"
"FBgn0024947","NTPase"
"FBgn0041111","lilli"
"FBgn0010263","Rbp9"
"FBgn0024920","Ts"
"FBgn0004584","Rrp1"
"FBgn0260639","gammaTub23C"
"FBgn0031483","CG9641"
"FBgn0031484","CG3165"
"FBgn0031485","CG9643"
"FBgn0250786","Chd1"
"FBgn0025109","Bem46"
"FBgn0002989","okr"
"FBgn0025681","CG3558"
"FBgn0031488","Ccdc85"
"FBgn0031489","CG17224"
"FBgn0031490","CG17264"
"FBgn0031491","alpha4GT1"
"FBgn0031492","CG3542"
"FBgn0031493","Sf3b2"
"FBgn0031494","CG17219"
"FBgn0031495","GABPI"
"FBgn0031496","CG17258"
"FBgn0031497","SerRS"
"FBgn0031498","CG17260"
"FBgn0243513","cnir"
"FBgn0031500","CG17221"
"FBgn0031501","CG17261"
"FBgn0042627","FASN2"
"FBgn0283427","FASN1"
"FBgn0015600","toc"
"FBgn0031505","ND-B14.5B"
"FBgn0011648","Mad"
"FBgn0260817","gkt"
"FBgn0014906","Hydr2"
"FBgn0264744","CG44002"
"FBgn0031514","OtopLb"
"FBgn0031515","CG9664"
"FBgn0031516","CG9663"
"FBgn0031518","CG3277"
"FBgn0031517","CG15406"
"FBgn0031519","Fign"
"FBgn0031520","CG8837"
"FBgn0053281","CG33281"
"FBgn0053282","CG33282"
"FBgn0031522","CG3285"
"FBgn0031523","CG15408"
"FBgn0020445","E23"
"FBgn0085423","GramD1B"
"FBgn0031528","CG15412"
"FBgn0031529","CG9662"
"FBgn0016698","Ptpa"
"FBgn0031530","Pgant2"
"FBgn0031533","CG2772"
"FBgn0031534","Snx1"
"FBgn0031535","CG12795"
"FBgn0031536","Cog3"
"FBgn0266670","Sec5"
"FBgn0005616","msl-2"
"FBgn0021967","ND-PDSW"
"FBgn0031540","Pif1"
"FBgn0051956","Pgant4"
"FBgn0261560","Thor"
"FBgn0031542","CG15414"
"FBgn0014396","tim"
"FBgn0051954","CG31954"
"FBgn0284253","LeuRS"
"FBgn0031544","CG17593"
"FBgn0031546","CG8851"
"FBgn0031547","Sr-CIV"
"FBgn0031549","Spindly"
"FBgn0024244","drm"
"FBgn0004892","sob"
"FBgn0002985","odd"
"FBgn0015663","Ugt36A1"
"FBgn0031554","CG15418"
"FBgn0000721","for"
"FBgn0031560","CG16713"
"FBgn0031561","IM33"
"FBgn0031562","CG3604"
"FBgn0051778","CG31778"
"FBgn0051777","CG31777"
"FBgn0015376","cutlet"
"FBgn0051955","CG31955"
"FBgn0031566","CG2818"
"FBgn0040104","lectin-24A"
"FBgn0003386","Shaw"
"FBgn0031568","CG10019"
"FBgn0263846","CG43707"
"FBgn0004893","bowl"
"FBgn0031571","bark"
"FBgn0021800","Reph"
"FBgn0031573","CG3407"
"FBgn0031574","TTLL4B"
"FBgn0031575","Cep97"
"FBgn0051957","CG31957"
"FBgn0000256","capu"
"FBgn0051774","fred"
"FBgn0085205","CG34176"
"FBgn0031579","CG15422"
"FBgn0031580","CG15423"
"FBgn0264295","CG43773"
"FBgn0264296","CG43774"
"FBgn0000547","ed"
"FBgn0020376","Sr-CIII"
"FBgn0014033","Sr-CI"
"FBgn0051961","TBCC"
"FBgn0031589","Naprt"
"FBgn0001075","ft"
"FBgn0031590","CG3702"
"FBgn0003941","RpL40"
"FBgn0010473","tutl"
